Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88403E+17,Pay-to-play. Collusion. Cover-ups. And now bribery? So CROOKED. I will #DrainTheSwamp. https://t.co/FNzMit7mD8,en,Twitter for iPhone,15869,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88403E+17,"I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb",en,Twitter for iPhone,13858,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88342E+17,"""@THEREALMOGUL: 41% of American voters believe the  election could be ""stolen"" from DonaldTrump due to widespread voter fraud. - Politico""",en,Twitter for Android,14076,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.882E+17,Great night in WI. I’m going to fight for every person in this country who believes government should serve the PEO… https://t.co/UIKwWNmwR7,en,Twitter for iPhone,16437,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88194E+17,"Donald J. Trump Ethics Reform Plan For Washington D.C.
https://t.co/lKzas1SqUA",en,Twitter for iPhone,11599,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88193E+17,"EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:
https://t.co/6n63fHVvNo",en,Twitter for iPhone,16115,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8815E+17,Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv,en,Twitter for iPhone,38967,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88149E+17,Yet more evidence of a media-rigged election: https://t.co/rVh4ocgx3r,en,Twitter for iPhone,12210,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88144E+17,"My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!",en,Twitter for iPhone,8084,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88138E+17,I will sign the first bill to repeal #Obamacare and give Americans many choices and much lower rates!,en,Twitter for iPhone,14914,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88134E+17,Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE,en,Twitter for iPhone,7810,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88132E+17,"Join me in Colorado Springs, Colorado tomorrow at 1:00pm! #MAGA 
Tickets: https://t.co/ktFk8RuaUK",en,Twitter for iPhone,5555,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88123E+17,Crooked Hillary colluded w/FBI and DOJ and media is covering up to protect her. It's a #RiggedSystem! Our country d… https://t.co/kuinRTImVJ,en,Twitter Web Client,28860,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.881E+17,"New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught",en,Twitter for Android,13932,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88098E+17,"""Journalists shower Hillary Clinton with campaign cash""
https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu",en,Twitter for iPhone,14769,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88095E+17,"""State Department official accused of offering 'quid pro quo' in Clinton email scandal"" https://t.co/XkmcKeyRPJ",en,Twitter for iPhone,11250,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88078E+17,RT @TeamTrump: Our thoughts are with the forces fighting ISIS in Iraq. We must never back down against this extreme radical Islamic terrori…,en,Twitter for iPhone,6694,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8805E+17,"Wow, new polls just came out from @CNN   Great numbers, especially after total media hit job. Leading Ohio 48 - 44.",en,Twitter for Android,14380,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88049E+17,"RT @TeamTrump: CORRUPTION CONFIRMED: FBI confirms State Dept. offered 'quid pro quo' to cover up classified emails
https://t.co/A3mCNBLCsO",en,Twitter for iPhone,11539,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88038E+17,"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",en,Twitter for Android,20519,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88037E+17,Unbelievable. https://t.co/D7kpxlQPwU,en,Twitter for iPhone,14975,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88037E+17,"RT @TeamTrump: 🚨BREAKING🚨: ""State Department's Kennedy pressured FBI to unclassify Clinton emails: FBI documents""
https://t.co/GYYaneeysA",en,Twitter for iPhone,8799,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.88031E+17,"WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1",en,Twitter for iPhone,13974,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87996E+17,We have all got to come together and win this election. We can't have four more years of Obama (or worse!).,en,Twitter for Android,19416,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87995E+17,Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!,en,Twitter for Android,14302,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87994E+17,"""@RosieGray: Peter Thiel chooses now to give $1.25mil in support of Trump https://t.co/sNEEB2n2TE""",en,Twitter for Android,8365,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87993E+17,"""@PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS"" Terrible",en,Twitter for Android,10592,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87991E+17,"""@MarkSimoneNY: Watch Joe Biden's Long History Of Grabbing, Kissing and Groping Women Who Are Cringing: https://t.co/1iQCMd25Dz""",en,Twitter for Android,11160,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87991E+17,"Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!",en,Twitter for Android,10162,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87784E+17,"ALL SAFE IN ORANGE COUNTY, NORTH CAROLINA. With you all the way, will never forget. Now we have to win. Proud of you all!  @NCGOP",en,Twitter for Android,15072,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87783E+17,Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP,en,Twitter for Android,23631,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87779E+17,"Wow, interview released by Wikileakes shows ""quid pro quo"" in Crooked Hillary e-mail probe.Such a dishonest person - &amp; Paul Ryan does zilch!",en,Twitter for Android,14840,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87761E+17,"Finally, in the new ABC News/Washington Post Poll, Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!",en,Twitter for Android,14919,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87759E+17,"Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc.",en,Twitter for Android,11239,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87757E+17,"The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan, always fighting the Republican nominee!",en,Twitter for Android,12769,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87748E+17,"Join me in Wisconsin tomorrow or Colorado on Tuesday!
Green Bay- 6pm
https://t.co/9L917nvCBX
Colorado Springs- 1pm… https://t.co/972GWZDGEp",en,Twitter for iPhone,6989,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87736E+17,"“The vast majority felt she should be prosecuted..."" -- even senior FBI officials thought Crooked was guilty. 
https://t.co/AFtDs7HVlt",en,Twitter for iPhone,14426,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.877E+17,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD,en,Twitter for Android,22153,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87687E+17,We've all wondered how Hillary avoided prosecution for her email scheme. Wikileaks may have found the answer. Obama! https://t.co/xF0wv8Oa8q,en,Twitter for iPhone,22341,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87686E+17,Hillary's staff thought her email scandal might just blow over. Who would trust these people with national security? https://t.co/EvBCQoZRG2,en,Twitter for iPhone,13452,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87643E+17,A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT! https://t.co/00s5tgsXrM,en,Twitter for iPhone,16647,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87642E+17,"They let Crooked &amp; the Gang off the hook for the crime, but it looks like the cover-up is just as bad. Unbelievable! https://t.co/eWjHoq20Dw",en,Twitter for iPhone,13186,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87632E+17,"Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!",en,Twitter for Android,19531,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87618E+17,"Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Media rigging election!",en,Twitter for Android,18283,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87613E+17,Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!,en,Twitter for Android,18782,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87444E+17,"""@davidshiloach: @realDonaldTrump Go Mr. Trump! Israel is behind you!""",en,Twitter for Android,9986,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87444E+17,Thank you for sharing Amy. https://t.co/StfzCeaQgH,en,Twitter for iPhone,9639,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87444E+17,A great day in New Hampshire and Maine. Fantastic crowds and energy! #MAGA,en,Twitter for Android,8413,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87431E+17,"Thank you Bangor, Maine! Get out &amp; #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT A… https://t.co/sUSh8v07MW",en,Twitter for iPhone,11265,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87425E+17,"The failing @nytimes reporters don't even call us anymore, they just write whatever they want to write, making up sources along the way!",en,Twitter for Android,16354,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8736E+17,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,en,Twitter for Android,21192,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87355E+17,"The MOVEMENT in Portsmouth, New Hampshire w/ 7K supporters. THANK YOU! This is the biggest election of our lifetime… https://t.co/4otZyjYLc2",en,Twitter for iPhone,13073,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87321E+17,"Landing in New Hampshire soon to talk about the massive drug problem there, and all over the country.",en,Twitter for iPhone,7528,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8732E+17,The truth is a beautiful weapon. https://t.co/P7FrFhicvw,en,Twitter for iPhone,14098,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8732E+17,RT @DanScavino: Mr. Trump removing the broken teleprompter in North Carolina-in front of a massive crowd. He goes on&amp;delivers the best spee…,en,Twitter for iPhone,11885,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87268E+17,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,en,Twitter for Android,37045,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87266E+17,"Will be in Bangor, Maine today at 3pm- join me! #MAGA
Tickets: https://t.co/NY7E1FBOB7 https://t.co/5TN2wvnR7J",en,Twitter for iPhone,6496,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87258E+17,"This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!",en,Twitter for Android,31485,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87245E+17,"100% fabricated and made-up charges, pushed strongly by the media and the Clinton Campaign, may poison the minds of the American Voter. FIX!",en,Twitter for Android,16448,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87127E+17,"Thank you @TrumpWomensTour!
#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB",en,Twitter for iPhone,15653,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87099E+17,"Thank you Charlotte, North Carolina! We are going to have an AMAZING victory on November 8th...because this is all… https://t.co/A7Ql7KuMfT",en,Twitter for iPhone,12361,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87026E+17,Make sure you're registered to vote! Let's #MakeAmericaGreatAgain! We can't afford more years of FAILURE! All info:… https://t.co/MgV5urLhB0,en,Twitter Web Client,12888,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.87012E+17,"Thank you for your support Greensboro, North Carolina. Next stop - Charlotte! #MAGA
https://t.co/3KWOl2ibaW https://t.co/jjde4W1hz2",en,Twitter for iPhone,10040,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86951E+17,"WHAT THEY ARE SAYING ABOUT THE CLINTON CAMPAIGN’S ANTI-CATHOLIC BIGOTRY: 
https://t.co/oRUlaT4zbn",en,Twitter for iPhone,14854,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86738E+17,"Thank you to our U.S. Navy for protecting our country, both in times of peace &amp; war. Together, WE WILL MAKE AMERICA… https://t.co/v23jCl4tEQ",en,Twitter for iPhone,17810,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86717E+17,"Join me live in Cincinnati, Ohio!
#TrumpRally #MAGA
https://t.co/MzqgNNVfZb",en,Twitter for iPhone,5795,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8671E+17,"Join me in Greensboro, North Carolina tomorrow at 2:00pm! #TrumpRally
https://t.co/vpLryxCyoq https://t.co/dRra2AqayJ",en,Twitter for iPhone,7890,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8671E+17,"RT @TeamTrump: ""This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim control ov…",en,Twitter for iPhone,17274,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86701E+17,Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster!,en,Twitter for iPhone,16834,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86692E+17,"Great event in Columbus- taking off for Cincinnati now. Great new Ohio poll out- thank you!
OHIO NBC/WSJ/MARIST POLL
Trump 42% 
Clinton 41%",en,Twitter for iPhone,10682,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86659E+17,Just left a great rally in Florida - now heading to Ohio for two more. Will be there soon.,en,Twitter for iPhone,8941,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86589E+17,"I am making a major speech in West Palm Beach, Florida at noon. Tune in!",en,Twitter for iPhone,9802,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86589E+17,Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm,en,Twitter for iPhone,14300,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86565E+17,"Join me in Ohio &amp; Maine!
Cincinnati, Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMo
Bangor, Maine - Saturday @ 3pm… https://t.co/DYHPQYBwpK",en,Twitter for iPhone,7388,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86561E+17,The phony story in the failing @nytimes is a TOTAL FABRICATION. Written by same people as last discredited story on women. WATCH!,en,Twitter Web Client,15064,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86555E+17,"Why didn't the writer of the twelve year old article in People Magazine mention the ""incident"" in her story. Because it did not happen!",en,Twitter for Android,15996,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86341E+17,"I will be in Cincinnati, Ohio tomorrow night at 7:30pm- join me! #OhioVotesEarly #VoteTrumpPence16 
Tickets:… https://t.co/Bp5iHKbT2d",en,Twitter for iPhone,9017,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86311E+17,"The MOVEMENT in Lakeland, Florida. Voter registration extended to 10/18. REGISTER ASAP @ https://t.co/HfihPERFgZ &amp;… https://t.co/PygIlshrgv",en,Twitter for iPad,11866,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86286E+17,The people of Cuba have struggled too long. Will reverse Obama's Executive Orders and concessions towards Cuba until freedoms are restored.,en,Twitter for iPhone,15024,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86205E+17,"PAY TO PLAY POLITICS. 
#CrookedHillary https://t.co/wjsl8ITVvk",en,Twitter for iPhone,25887,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86201E+17,Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!,en,Twitter for iPhone,21226,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86189E+17,Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,en,Twitter for Android,19017,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86055E+17,Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again. Lets get out &amp;… https://t.co/t9XM9wFDZI,en,Twitter for iPhone,19292,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.86008E+17,"Join me Thursday in Florida &amp; Ohio!
West Palm Beach, FL at noon:
https://t.co/jwbZnQhxg9
Cincinnati, OH this 7:30pm:
https://t.co/5w2UhalPIx",en,Twitter for iPhone,7929,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85979E+17,"Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!",en,Twitter for Android,29896,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85957E+17,Thank you Texas! If you haven't registered to VOTE- today is your last day. Go to: https://t.co/HfihPEA3Sp &amp; get ou… https://t.co/gxbDRD4x2k,en,Twitter for iPhone,12899,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85947E+17,VOTER REGISTRATION DEADLINES TODAY. You can register now at: https://t.co/HfihPEA3Sp and get out to… https://t.co/LlFdF0DRX4,en,Twitter for iPhone,8308,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85914E+17,DON'T LET HER FOOL US AGAIN. https://t.co/3QSoADFh7S,en,Twitter for iPhone,29499,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.8591E+17,"Crooked's State Dept gave special attention to ""Friends of Bill"" after the Haiti Earthquake. Unbelievable! https://t.co/opP2l8ln0J",en,Twitter for iPhone,13474,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85904E+17,"RT @DonaldJTrumpJr: 13 states have voter registration deadlines TODAY: FL, OH, PA, MI, GA, TX, NM, IN, LA, TN, AR, KY, SC.

Register: https…",en,Twitter for iPhone,6944,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85899E+17,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,en,Twitter for iPhone,24127,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85891E+17,"In Texas now, leaving soon for BIG rally in Florida!",en,Twitter for Android,8366,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85886E+17,"The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",en,Twitter for Android,17898,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85864E+17,Wow. Unbelievable. https://t.co/RcBPCcmwnD,en,Twitter for iPhone,19800,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85855E+17,Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don’t know how to win - I will teach them!,en,Twitter for iPhone,21909,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85846E+17,With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans!,en,Twitter Web Client,15467,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85843E+17,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,en,Twitter for iPhone,24326,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85842E+17,"RT @EricTrump: 13 states have voter registration deadlines TODAY: FL, OH, PA, MI, GA, TX, NM, IN, LA, TN, AR, KY, SC.

Register: https://t.…",en,Twitter for iPhone,9117,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85829E+17,"Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",en,Twitter for Android,17093,None,None
,,,,,,,,,,,,,,
Donald J. Trump,realDonaldTrump,34025,45,15911640,25073877,TRUE,"New York, NY",7.85816E+17,"Despite winning the second debate in a landslide (every poll), it is hard to do well when Paul Ryan and others give zero support!",en,Twitter for iPhone,18575,None,None
,,,,,,,,,,,,,,
